Centre d'archives;Scripteur;Scripteur - complet;Destinataire;Fonction du scripteur;Spécialité;Spécialité - généraliste;Nombre de lettres;Date A;Date B;Format;Sujet(s);Œuvres citées;Personnes citées;Contexte relationnel;Cote Archives;Identifiant personnel;Notes archiviste;Papier à en-tête;Revue;Lieu
Archives municipales de La Rochelle;(?);;;;;Inconnu;1;1968;;;Chebika;;;;10Z 1 (3);;;;;
Archives municipales de La Rochelle;(?);;;;;Inconnu;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;
Archives municipales de La Rochelle;(?);;;;;Inconnu;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;
Archives municipales de La Rochelle;(?);;;;Sociologue;Sociologie - anthropologie;1;1977;;;Sujets d'étude de l'auteur en Tunisie;;;;10Z 65 (4);;;;;
Archives municipales de La Rochelle;?;;;NRF;Directeur de revue;Edition;1;19…;;;Confirmation de RDV;;;;;;;NRF;NRF;5 rue Sébastien Bottin, Paris 07
Domicile;[?];;;;Inconnu;Inconnu;1;1998;;;"Remerciement pour le ""Pandémonium""";J. Duvignaud, Le Pandémonium du présent, idées sages, idées folles. Terre Humaine, Plon, 1998;;;;;Signature illisible;;;
IMEC;A. Davin;;;A la DGRST;Administratif universitaire;Administration  - gestion;2;1975;;;;;;;DVG2.C02;;Dans une chemise orange intitulée ‘‘DGRST’‘;;;
IMEC;A. F. (?);;;;Inconnu;Inconnu;1;1945;;;;;;;DVG2.C03;;;;;
IMEC;A. Humbert;;;Probable André Humbert, géographe ;Géographe;Géographie;1;1947;;;;;;;DVG2.C04;;PJ : Fragment d'une lettre dont l'auteur n'a pas été identifié;;;
IMEC;A. J. Meyer;;;Economiste;Economiste;Economie;2;1964;;;;;;;DVG2.C05;;;Harvard University;;
IMEC;A. Lindenberg;;;;Inconnu;Inconnu;1;1959;;;;;;;DVG2.C05;;;;;
IMEC;A. Loisy;;;Peut-être André Loisy, ancien dirigeant local du PCF ?;Politicien-ne;Politique;1;1949;;;;;;;DVG2.C05;;;;;
IMEC;A. Memmi (probable Albert Memmi);;;Philosophe, écrivain franco-tunisien;Ecrivain-philosophe;Philosophie;2;1956;;;;;;;DVG2.C05;;;;;
IMEC;A. Natsimamemgez (?);;;;Inconnu;Inconnu;1;1957;;;;;;;DVG2.C06;;;;;
IMEC;A. Silbermann;;;;Inconnu;Inconnu;1;1976;;;;;;;DVG2.C07;;;Forschungsinstitut Für Soziologie Der Universität Köln;;
IMEC;A. Voguet;;;Probable André Voguet, instituteur, résistant et militant communiste;Politicien-ne;Politique;3;1948;1949;;;;;;DVG2.C07;;;Conseil Municipal de Paris;;
IMEC;A. W. de Passopien (?);;;;Inconnu;Inconnu;1;1981;;;;;;;DVG2.C06;;Dans le dossier Scarabée International;;Scarabée International;
IMEC;A.C. Edwords;;;;Inconnu;Inconnu;1;1959;;;;;;;DVG2.C03;;;The University of Kansas;;
IMEC;A.-M. Cobbaert;;;Graphologue;Professeur de littérature;Littérature;1;1957;;;;;;;DVG2.C02;;;;;
IMEC;A?;;;;Inconnu;Inconnu;1;1995;;;;;;;DVG2.C01;;Carte postale;;;
IMEC;Acher Deleon;;;;Inconnu;Inconnu;1;1978;;;;;;;DVG2.C02;;en-tête : Unesco;Unesco;;
IMEC;Actes Sud;;;Edition;Editeur/Editrice;Edition;2;1995;;;;;;;DVG2.C01;;Une des cartes est signée Nathalie et l'autre Valérie;;;
IMEC;AG?;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C01;;En-tête Le Figaro Littéraire;Le Figaro Littéraire;Le Figaro Littéraire;
Archives municipales de La Rochelle;Ahmed Ben Sallah;;;Secrétaire d'Etat au Plan et à l'Economie, Tunisie;Politicien-ne;Politique;1;1965;;;Depart de Duvignaud de Tunisie;;;;10Z 65 (4);;Sur une carte de visite;;;
IMEC;Alain;;;;Inconnu;Inconnu;1;1995;;;;;;;DVG2.C01;;;;;
IMEC;Alain Astruc;;;Auteur de théâtre, comédien, metteur en scène;Femme/Homme de théâtre;Littérature;1;1992;;;;;;;DVG2.C01;;;;;
IMEC;Alain Bosquet;;;Poète et écrivain français d'origine russe;Ecrivain(e);Littérature;1;1951;;;;;;;DVG2.C01;;Dans le dossier Contemporains;;Contemporains;
IMEC;Alain Corbin;;;Historien et Président de l'Université Rabelais de Tours;Historien;Histoire;1;1977;;;;;;;DVG2.C02;;;;;
IMEC;Alain Gérard;;;;Inconnu;Inconnu;2;1983;;;;;;;DVG2.C03;;"""Archives Scarabée International""";;Scarabée International;
IMEC;Alain Medam;;;Ecrivain, chercheur en SHS, universitaire en Algérie, spécialiste de la sociologie urbaine. ;Ecrivain-sociologue;Sociologie - anthropologie;1;1979;;;;;;;DVG2.C05;;;;;
Domicile;Alain Pessin;;;sociologue libertaire spécialiste de la culture et de l'imaginaire;Sociologue;Sociologie - anthropologie;1;1998;;;"Remerciement pour l'envoi du ""Pandémonium"" ; Organisation d'un colloque sur l'Imaginaire";J. Duvignaud, Le Pandémonium du présent, idées sages, idées folles. Terre Humaine, Plon, 1998;Michel Maffesoli;;;;;;;
IMEC;Alain Pessin et Mimmo Pucciarelli;;;"Alain Pessin : sociologue libertaire spécialiste de la culture et de l'imaginaire.
Mimmo : sociologue (thèse sous la dir. de Pessin) anarchiste";Sociologue;Sociologie - anthropologie;1;1966;;;;;;;DVG2.C06;;;Centre de Sociologie des Représentations et de Pratiques Culturelles;;
IMEC;Alain Richard;;;Homme politique;Politicien-ne;Politique;1;1987;;;;;;;DVG2.C06;;;Ambassade de France en République Fédérale d'Allemagne;;
IMEC;Alain Robbe-Grillet;;;Romancier, un des chefs de file du Nouveau Roman;Ecrivain(e);Littérature;2;19…;;;;;;;DVG2.C06;;"Dans une chemise rose intitulée ""Arguments""";;Arguments;
Archives municipales de La Rochelle;Alain Touraine;;;Sociologue;Sociologue;Sociologie - anthropologie;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;
IMEC;Alain Touraine;;;Sociologue et directeur d'études à l'EHESS;Sociologue;Sociologie - anthropologie;1;1976;;;;;;;DVG2.C07;;;;;
IMEC;Alain Trutat;;;Homme de radio et journaliste, cofondateur de France Culture;Journaliste;Journalisme;1;1990;;;;;;;DVG2.C07;;;Radio France;;
IMEC;Albert ?;;;;Inconnu;Inconnu;1;1960;;;;;;;DVG2.C01;;;;;
IMEC;Albert Camus;;;Ecrivain;Ecrivain(e);Littérature;1;1955;;;;;;;DVG2.C02;;;;;
IMEC;Albert Soboul;;;Historien spécialiste de la Révolution et de Napoléon;Historien;Histoire;2;1959;;;;;;;DVG2.C07;;;;;
IMEC;Alberto Oliverio;;;Biologiste et psychobiologiste italien;Biologiste;Biologie;2;1979;;;La Banque des rêves;;;;DVG2.C06;;PJ : Introduction de Oliverio à l'édition italienne de ‘‘La Banque des Rêves’‘ (6 ff. dactyl. photoc., en italien);;;
IMEC;Alei... ?;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C01;;En-tête Centre culturel de Royaumont;Centre culturel de Royaumont;;
IMEC;Alexeïtt ?;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C01;;;;;
IMEC;Alfonso Alfaro;;;Ecrivain et universitaire (art, littérature et cinéma, Université Nationale de Colombie);Femme/Homme de lettres;Littérature;1;1992;;;;;;;DVG2.C01;;;;;
IMEC;Alfred E. Laurence;;;;Inconnu;Inconnu;1;1970;;;;;;;DVG2.C05;;The University of Utah;;;
IMEC;Alfredo R. López-Vázquez;;;Dramaturge et universitaire spécialiste du théâtre hispanique;Théoricien du théâtre;Théoricien de l'art/théâtre/littérature/architecture;1;1977;;;;;;;DVG2.C05;;;;;
IMEC;Alicia Hammer;;;;Inconnu;Inconnu;1;1985;;;;;;;DVG2.C04;;;;;
IMEC;Amadou-Mahtar M'bow;;;Homme politique sénégalais, Directeur Général de l'Unesco de 1974 à 1987;Personnel Unesco;Culture et diplomatie;1;1975;;;;;;;DVG2.C05;;;;;
IMEC;André ?;;;;Inconnu;Inconnu;1;1996;;;;;;;DVG2.C01;;;;;
IMEC;André Bernadou;;;;Inconnu;Inconnu;1;1997;;;;;;;DVG2.C01;;;;;
IMEC;André Borhiey (?);;;;Inconnu;Inconnu;1;1943;;;;;;;DVG2.C01;;;;;
Domicile;André Bourgeois;;;Desclée de Brouwer;Editeur/Editrice;Edition;1;1998;;;Droits d'auteur;Le rire, et après ? 1998;;;;;;;;
IMEC;André Breton;;;Ecrivain surréaliste;Ecrivain(e);Littérature;1;1959;;;;;;;DVG2.C01;;PJ : Dédicace de ‘‘Le Surrealisme et la Peinture’‘ à Ghita;;;
IMEC;André D(?) Lôzel (propable André Dhôtel);André Dhôtel (1900-1991);;Romancier, poète, scénariste;Ecrivain(e);Littérature;1;19…;;;;;;;DVG2.C05;;;;;
Archives municipales de La Rochelle;André Delmas;;;Ecrivain ?;Inconnu;Inconnu;1;1971;;;L'Empire du milieu;;;;10Z 1 (3);;;Le Nouveau Commerce - cahiers de littérature;Le Nouveau Commerce;
IMEC;André Ducret;;;Sociologue;Sociologue;Sociologie - anthropologie;1;1983;;;;;;;DVG2.C02;;"Papier à en-tête : Université de Genève ; dans le classeur ‘‘Scarabée International, Archives’‘";Université de Genève;Scarabée International;
IMEC;André Frank;;;Auteur, homme de théâtre et de télévion. Il fonde avec Jean-Louis Barrault en 1953 Les Cahiers Renaud-Barrault;Femme/Homme de théâtre;Littérature;1;1954;;;;;;;DVG2.C03;;;Compagnie Madaleine Renaud, Jean-Louis Barrault;;
IMEC;André Halimi;;;Journaliste et producteur de télévision. Collabore à la revue Arts et spectacle à partir de 1955;Journaliste;Journalisme;1;1954;;;;;;;DVG2.C04;;;;;
IMEC;André Kédros;;;Véritable nom : André Massepain. Franco-grec;Ecrivain(e);Littérature;1;1961;;;;;;;DVG2.C04;;;;;
Archives municipales de La Rochelle;André Malraux;;;Ecrivain et Homme politique;Politique-écrivain;Littérature;1;1971;;;L'Empire du milieu;;;;10Z 1 (3);;Sur une carte de visite;;;
IMEC;André Malraux;;;Ecrivain et Homme politique;Politique-écrivain;Littérature;1;19…;;;;;;;DVG2.C05;;;;;
IMEC;André Miquel;;;Historien arabisant;Historien;Histoire;1;19…;;;;;;;DVG2.C05;;;;;
IMEC;André Padoux;;;Diplomate, chercheur en littérature et mystique asiatique (Chine et Inde), spécialiste du tantrisme;Diplomate;Culture et diplomatie;1;1971;;;;;;;DVG2.C06;;;Ambassade de France en Hongrie;;
IMEC;André Reboullet;;;Professeur et chef d'établissement, théoricien de l'enseignement et de la pédagogie, parmi les initiateurs du FLE comme champ disciplinaire;Professeur du secondaire;Enseignant du secondaire;1;1977;;;;;;;DVG2.C06;;Renvoi dans le fonds : Voir en Documentation Générale (DVG2.D06);Les français dans le monde;;
IMEC;André Robinet;;;Philosophe et historien de la philosophie;Philosophe;Philosophie;1;1966;;;;;;;DVG2.C06;;;;;
IMEC;André Rollin;;;Journaliste et écrivain, critique littéraire au Canard Enchainé;Journaliste-écrivain;Journalisme;1;1978;;;;;;;DVG2.C06;;;;;
IMEC;André Schiffrin;;;Editeur, à la tête de Pantheon Books;Editeur/Editrice;Edition;1;1970;;;;;;;DVG2.C07;;;Pantheon Books;;
IMEC;André Wogenscky;;;Architecte;Architecte;Architecture;1;1999;;;;;;;DVG2.C07;;;;;
IMEC;Andrée Pierre-Viénot;;;Résistante et femme politique, membre du gouvernement Auriol, députée, Maire de Rocroi;Politicien-ne;Politique;1;1952;;;;;;;DVG2.C06;;;Conseil Général des Ardennes;;
Domicile;Andrée Thomas;;;Desclée de Brouwer;Editeur/Editrice;Edition;1;1998;;;Premières épreuves du Rire;Le rire, et après ? 1998;;;;;;Desclée de Brouwer;;
IMEC;Anilais;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C01;;;;;
IMEC;Ann Henry (?);;;Probable Anne Henry, philosophe, chercheuse en littérature et romancière née en 1934 et spécialiste de Marcel Proust;Ecrivain-philosophe;Philosophie;1;19…;;;;;;;DVG2.C04;;Dans le dossier Scarabée International;;Scarabée International;
IMEC;Anne Caprile;;;Actrice puis réalisatrice et productrice;Actrice/acteur;Cinéma;1;1998;;;;;;;DVG2.C02;;en-tête : Archimede International;Archimede International;;
Archives municipales de La Rochelle;Anne Marie Guillemard;;;Sociologue;Sociologue;Sociologie - anthropologie;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;"Carte postale. Préviennent Jean Duvignaud que Chebika ""n'est plus Chebika"", les habitants ont quitté l'ancien village pour des logements plus modernes avec l'eau, l'electricité et la télévision.";;;
Archives municipales de La Rochelle;Anne Wibo;;;Fondatrice de la revue Etudes Théâtrales ;Directeur de revue;Edition;2;1985;1986;;;;;;10Z 65 (4);;;;;Centre d'études théâtrales, Place de l’Hocaille, 4B – 1348 Louvain-la-Neuve, Belgique
IMEC;Anne Wilo;;;;Inconnu;Inconnu;1;1984;;;;;;;DVG2.C07;;1 note de Duvignaud au dos de la lettre;;;
IMEC;Anne-Marie Vilarie (?);;;;Inconnu;Inconnu;2;1981;;;;;;;DVG2.C07;;Dans le dossier Scarabée International;;Scarabée International;
IMEC;Annette Weiner;;;Anthropologue américaine;Anthropologue;Sociologie - anthropologie;2;1978;;;;;;;DVG2.C07;;PJ : Robert A. Fernea, 1 lettre;The University of Texas at Austin;;
IMEC;Annick Bouayad-Agha;;;;Inconnu;Inconnu;2;1982;;;;;;;DVG2.C01;;"PJ : Dossier sur l'affaire Bouayad ; 1 Lettre de J.D.";;;
IMEC;Annick Thébia-Melsan;;;Réalisatrice, scénariste, fonctionnaire internationale (Unesco), spécialiste d'Amé Césaire;Personnel Unesco;Culture et diplomatie;1;1997;;;;;;;DVG2.C07;;;Le Commisariat Général Unesco;;
IMEC;Annie Bourderi ?;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C01;;;;;
IMEC;Annie Goldmann;;;Sociologue;Sociologue;Sociologie - anthropologie;1;1988;;;;;;;DVG2.C03;;;;;
IMEC;Annie Guedez;;;sociologue;Sociologue;Sociologie - anthropologie;1;1982;;;;;;;DVG2.C03;;;;;
IMEC;Annie Guéhenno;;;Résitante et écrivaine;Ecrivain(e);Littérature;2;1979;;;;;;;DVG2.C03;;;;;
IMEC;Anthony K. Thorlby;;;Chercheur en littérature européenne;Professeur de littérature;Théoricien de l'art/théâtre/littérature/architecture;1;1968;;;;;;;DVG2.C07;;;The University of Sussex;;
Archives municipales de La Rochelle;Antonin Berm(?);;;Université Paris VII;Universitaire;Administration  - gestion;1;1982;;;Sur la direction de l'U.E.R. par Jean Duvignaud;;;;10Z 65 (4);;;;;Université Paris 7, 26 Rue de Paradis, 75010 Paris
IMEC;Antonio Porta;;;Nom de plume de Leo Paolazzi, romancier et poète italien;Ecrivain(e);Littérature;2;1974;;;;;;;DVG2.C06;;;;;
IMEC;Arlette Farge;;;Historienne;Historien;Histoire;1;1973;;;;;;;DVG2.C03;;;;Cause Commune;
Archives municipales de La Rochelle;Armand Delcampe;;;Comédien, metteur en scène et directeur de théâtre belge. Il a également fondé et dirigé la revue Cahiers Théâtre Louvain;Actrice/acteur;Théâtre;1;1982;;;Consacrer un numéro au thème d'enseignement de l'équipe de Duvignaud;;;;10Z 65 (4);;;;Cahiers du Théâtre de Louvain;
IMEC;Armand Delcampe;;;Comédien et fondateur de la revue Les Cahiers du Théâtre de Louvain;Actrice/acteur;Théâtre;1;19…;;;;;;;DVG2.C02;;"Pj : ‘‘Avec Jean Duvignaud, par Armand Delcampe’‘, entretien extrait du numéro 9 des Cahiers Théâtre
Louvain";;;
IMEC;Armand Sompairac;;;Architecte, philosophe, scénographe d'exposition;Théoricien de l'architecture;Théoricien de l'art/théâtre/littérature/architecture;1;1982;;;;;;;DVG2.C07;;;;;
IMEC;Arnaldo Zambardi;;;Ecrivain, sémiologue et sociologue de la littérature italien;Sociologue;Sociologie - anthropologie;1;1973;;;;;;;DVG2.C07;;;;;
IMEC;Arnaud Mercier;;;Professeur en sciences de l'info-com ;Professeur en SIC;Sciences de l'Information et de la Communication;2;1999;;;;;;;DVG2.C05;;;;;
IMEC;Artur Adamov;;;Ecrivain et dramaturge;Ecrivain(e);Théâtre;31;1952;1957;;;;;Théâtre;DVG2.C01;;Dans une chemise verte intitulée ‘‘Adamov, Ionesco’‘;;;
IMEC;Atlan (Jean Michel);;;Artiste;Peintre;Arts;1;1957;;;;;;;DVG2.C01;;Carte postale;;;
IMEC;Autogestion et socialisme;;;Revue;Directeur de revue;Edition;1;1977;;;;;;;DVG2.C01;;Préparation du n°40;;Autogestion et socialisme;
IMEC;Aymar Achille Fould;;;Secrétaire d'Etat aux Postes et Télécommunications;Politicien-ne;Politique;1;1975;;;;;;;DVG2.C01;;;;;
IMEC;B.;;;;Inconnu;Inconnu;1;1953;;;;;;;DVG2.C01;;en-tête : Centre Culturel International;Centre Culturel International;;
IMEC;B.;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C01;;en-tête : NRF;NRF;NRF;
IMEC;B. Clavel (peut-être Bernard Clavel);;;Ecrivain;Ecrivain(e);Littérature;1;1976;;;;;;;DVG2.C02;;;;;
IMEC;B. de Gethoyer (?);;;;Inconnu;Inconnu;2;1951;1954;;;;;;DVG2.C03;;;;;
IMEC;Bakomba Katik Diong;;;Directeur de l'INA Kinshasa;Responsable culturel;Culture et diplomatie;3;1974;1976;;;;;;DVG2.C02;;;;;
IMEC;Barbara;;;Chanteuse;Chanteur/Chanteuse;Arts;1;195…;;;;;;;DVG2.C01;;;;;
IMEC;Barbara Sluys;;;Nom marital de la chanteuse Barbara;Chanteur/Chanteuse;Arts;1;19.;;;;;;;DVG2.C07;;;;;
IMEC;Béatrice;;;;Inconnu;Inconnu;1;1972;;;;;;;DVG2.C01;;;;;
IMEC;Béatrice Didier;;;"Critique littéraire, créatrice de la revue ""Corps Ecrit"" chez PUF";Editeur/Editrice;Edition;8;1981;1984;;;;;Edition;DVG2.C02;;;Corps Ecrit;Corps Ecrit;
IMEC;Béatrice Nodé-Langlois;;;Sociologue élève de Jean Duvignaud et de Pierre Bourdieu, artiste, écrivain, critique d'art et de littérature;Ecrivain-sociologue;Sociologie - anthropologie;3;1972;1998;;;;;;DVG2.C06;;PJ : ‘‘La mort, l'amour’‘, de Béatrice Node-Langlois;;;
Domicile;Béchir Ban Yahmed;;;directeur de publication de l'hebdomadaire Jeune Afrique;Journaliste;Journalisme;1;10/11/1993;;;Remerciement pour l'envoi de l'Acteur, dit qu'il en fera mention dans Jeune Afrique;L'Acteur, 1993;;;;;;JAPRESS;Jeune Afrique;
IMEC;Bechir Ben Yahmed;;;Journaliste franco-tunisien;Journaliste;Journalisme;1;1958;;;;;;;DVG2.C01;;en-tête : L'Action, hebdomadaire tunisien;L'Action, hebdomadaire tunisien;L'Action, hebdomadaire tunisien;
IMEC;Béchir Tlili;;;Sociologue qui a soutenu sa thèse sous la direction de Jean Duvignaud. Son élève en Tunisie.;Sociologue;Sociologie - anthropologie;8;1987;1998;;;;;;DVG2.C07;;;;;
Archives municipales de La Rochelle;Béchir Tlili;;;Sociologue et élève de Jean Duvignaud;Sociologue;Sociologie - anthropologie;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;
IMEC;Begine Coh…(?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C02;;;;;
Archives municipales de La Rochelle;Belaval (Yvon);;;Philosophe;Philosophe;Philosophie;1;1979;;;La Banque des rêves;;;;10Z 1 (3);;;;;
IMEC;Bele…?;;;;;Inconnu;4;1969;1977;;;;;;DVG2.C01;;;;;
IMEC;Bénédicte Martin;;;;Inconnu;Inconnu;1;1997;;;;;;;DVG2.C05;;;;;
Archives municipales de La Rochelle;Benjamin Stora;;;Historien;Historien;Histoire;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;
IMEC;Benjamin Stora;;;Historien spécialisté dans le Maghreb contemporain, la décolonisation et les migrations;Historien;Histoire;1;1990;;;;;;;DVG2.C07;;"Dans une chemise rose ""Arguments""";;;
Archives municipales de La Rochelle;Benoit Braun;;;Poète, auteur de théâtre, essayiste, enseignant, voyageur;Poete;Philosophie;1;1968;;;Chebika;;;;10Z 1 (3);;;;;
Archives municipales de La Rochelle;Benoit Ruelle;;;Journaliste à RFI;Journaliste;Journalisme;1;1991;;;Invitation à l'émission Panorama International à l'occasion de la réédition de Chebika;;;;10Z 1 (3);;;;;
IMEC;Bernard;;;;Inconnu;Inconnu;1;1954;;;;;;;DVG2.C01;;"PJ : Notes de 23 pages sur ""Quand le soleil se tait""";;;
IMEC;Bernard Lauret;;;Peut-être écrivain et théologien;;Inconnu;1;1993;;;;;;;DVG2.C05;;;;;
IMEC;Bernard Lelong;;Bernard Lelong (1980?);Anthropologue autodidacte aujourd'hui oublié, spécialiste de l'Amérique latine;Anthropologue;Sociologie - anthropologie;1;1972;;;;;;;DVG2.C05;;;;;
IMEC;Bernard Pingaud;;;Ecrivain;Ecrivain(e);Littérature;30;1942;1950;;;;;;DVG2.C06;;"""Les amis des mauvais jours""";;;
Archives municipales de La Rochelle;Bernard Poli;;;Directeur de l'Institut Français de Florence, Université de Grenoble;Universitaire;Administration  - gestion;2;1976;1977;;Conférence à Florence;;;;10Z 65 (4);;;;;Piazza Ognissanti, 2, 50123 Firenze FI, Italie
IMEC;Bernard Poli;;;Chercheur et professeur en lettres, spécialiste de littérature américaine;Professeur de littérature;Littérature;2;1977;1979;;;;;;DVG2.C06;;;Institut français de Florence;;
IMEC;Bernard Prieur;;;Psychanaliste;Psychiatre;Médecine;1;1993;;;;;;;DVG2.C06;;;Ceccof - Formation;;
IMEC;Bernard Tuysset (?);;;;Inconnu;Inconnu;1;1969;;;;;;;DVG2.C07;;;;;
IMEC;Bernd Stilo;;;;Inconnu;Inconnu;1;1983;;;;;;;DVG2.C07;;;;;
IMEC;Bertrand Jérôme;;;;Inconnu;Inconnu;1;1970;;;;;;;DVG2.C04;;;;;
IMEC;Bertrand Renouvin;;;Intellectuel et homme politique royaliste;Politicien-ne;Politique;1;1995;;;;;;;DVG2.C06;;;;;
IMEC;Bianca Lamblin;;;Philosophe et femme de lettres. Epouse de Bernard Lamblin et cousine de Georges Perec;Ecrivain-philosophe;Littérature;2;1982;1986;;;;;;DVG2.N04-07.05;;"PJ : Correspondance sur Perec : 3 lettres + 2 cartes, divers scripteurs, 1978-1993.
Cette correspondance est dans le dossier Perec";;;
IMEC;"Bondet, Yvan ; Monod, Theodore ; Vidal-Naquet, Pierre ; [Et Alii]";;;;;Philosophie;1;19.;;;;;;;DVG2.C08;;Manifeste signé Yvan Bondet, Théodore Monod, Pierre Vidal Naquet, Alain Tourraine, Jacques P. de Ballandière et Pierre Vilar;;;
IMEC;Bordas;;;Editeur;Editeur/Editrice;Edition;1;1948;;;;;;;DVG2.C01;;;;;
IMEC;Boubaker Khlouge;;;Directeur de l'Institut supérieur d'Art dramatique de Tunis;Responsable culturel;Culture et diplomatie;1;1995;;;;;;;DVG2.C04;;;;;
IMEC;Brahim Ahmed;;;probable Homme politique et universitaire tunisien;Universitaire;Administration  - gestion;1;1965;;;;;;;DVG2.C01;;;;;
IMEC;Bréhier (?);;;;Inconnu;Inconnu;1;1945;;;;;;;DVG2.C01;;;;;
IMEC;Brigitte Lucas;;;Actrice;Actrice/acteur;Théâtre;1;19…;;;;;;;DVG2.C05;;"PJ : 1/ ‘‘Communication Colloque sur 'La Possession' à Bagnoles de l'Orne’‘
2/ coupures de presse";;;
IMEC;C. Del… (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C02;;;;;
IMEC;C. J. Duval;;;;Inconnu;Inconnu;2;19…;;;;;;;DVG2.C02;;;;;
IMEC;C. Lapoujade;;;;Inconnu;Inconnu;1;1997;;;;;;;DVG2.C05;;PJ : Programme du diplôme ‘‘Art en Thérapie et en Psychopédagogie’‘;;;
IMEC;C. Michaux;;;;Inconnu;Inconnu;1;1972;;;;;;;DVG2.C05;;;;;
IMEC;C. Moiwge (?);;;;Inconnu;Inconnu;1;1987;;;;;;;DVG2.C05;;;;;
IMEC;C. W. Thompson;;;;Inconnu;Inconnu;2;1991;1992;;;;;;DVG2.C07;;"PJ : 1/ programme du festival du film ethnographique ‘‘L'autre et le sacré’‘
2/ présentation du festival ‘‘L'Autre et le sacré’‘";University of Warwick;;
IMEC;C.G. Bjurström;;;Ecrivain et traducteur (suedois);Traducteur.rice;Traduction;3;1958;1973;;;;;;DVG2.C01;;Lettre de 1973 dans le dossier Cause Commune;;Cause Commune;
IMEC;Cali…?;;;;Inconnu;Inconnu;1;1947;;;;;;;DVG2.C02;;;;;
IMEC;Cari (?);;;;Inconnu;Inconnu;1;1966;;;;;;;DVG2.C02;;en-tête : Centre Culturel International, Tunis;Centre Culturel International, Tunis;;
Archives municipales de La Rochelle;Carl Gustaf Bjurström;;;;Traducteur.rice;Traduction;4;1967;1972;;Chebika, Fêtes et civilisations;;;Edition;10Z 1 (3);;;;;Paris
IMEC;Carlos Semprun;;;Journaliste, écrivain et dramaturge;Journaliste-écrivain;Journalisme;1;1972;;;;;;;DVG2.C07;;;;;
IMEC;Carlos Wallenstein;;;Acteur portugais;Actrice/acteur;Cinéma;1;1984;;;;;;;DVG2.C07;;;;;
IMEC;Carmen-Margarita nones de Guillet;;;Traductrice hispanophone;Traducteur.rice;Traduction;1;1970;;;;;;;DVG2.C06;;;;;
IMEC;Carpo (?);;;;Editeur/Editrice;Edition;1;19…;;;;;;;DVG2.C02;;en-tête : Éditions du Seuil;Éditions du Seuil;;
IMEC;Catherine Clément;;;Philosophe;Philosophe;Philosophie;1;1986;;;;;;;DVG2.C02;;;;;
IMEC;Catherine et Marcel Bisiaux;;;Marcel Bisiaux : écrivain;Ecrivain(e);Littérature;2;19…;;;;;;;DVG2.C01;;;;;
Domicile;Catherine Fajour;;;Editions Gallimard;Editeur/Editrice;Edition;1;1999;;;Reproduction d'un extrait de Chebika;Chebika, 1968;;;;;;;;
IMEC;Catherine Léfor (?);;;;Inconnu;Inconnu;1;1984;;;;;;;DVG2.C05;;;;;
IMEC;Catherine Trautman;;;Femme politique membre du PS;Politicien-ne;Politique;2;1998;;;;;;;DVG2.C07;;;Ministère de la Culture et de la Communication;;
Archives municipales de La Rochelle;Catherine Val;;;Artiste;Artiste plasticien;Arts;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;Paris
Domicile;Catherine Val;;;Catherine Valogne, écrivaine et artiste;Artiste plasticien;Arts;1;1998;;;"Remerciement pour le ""Pandémonium""";J. Duvignaud, Le Pandémonium du présent, idées sages, idées folles. Terre Humaine, Plon, 1998;;;;;;;;
IMEC;Catherine Val;;;Catherine Valogne, écrivaine et artiste;Artiste plasticien;Arts;1;19.;;;;;;;DVG2.C07;;;;;
IMEC;Cécile Rougier;;;;Inconnu;Inconnu;2;1979;;;;;;;DVG2.C06;;PJ : Une note aux participants du colloque, en anglais;Research Commitee on Communiction, Knowledge and Culture;;
IMEC;Centre Culturel Américain;;;;Association/Fondation;Culture et diplomatie;1;19…;;;;;;;DVG2.C02;;Signé Marjorie Ferguson;;;
IMEC;Centre de Culture Européenne;;;;Association/Fondation;Culture et diplomatie;2;1997;;;;;;;DVG2.C02;;Signé Alain Ohnenwald (directeur);;;
IMEC;Centre National des Lettres;;;;Association/Fondation;Culture et diplomatie;1;1982;;;;;;;DVG2.C02;;Signé Jean Gattegno;;;
IMEC;Ch. De Villaires;;;;Inconnu;Inconnu;1;1954;;;;;;;DVG2.C07;;;;;
IMEC;Ch. Premom (?);;;;Inconnu;Inconnu;1;1950;;;;;;;DVG2.C06;;;Mouvement Athée-Progressiste;;
